,Artist,Genres,Songs,Popularity,Link
956,Allen-Lande,"['Heavy Metal', ' Hard Rock', ' Punk Rock']",46.0,0.0,/allen-lande/
957,Sentenced,"['Heavy Metal', 'Gothic Rock']",88.0,0.0,/sentenced/
958,Demons & Wizards,"['Heavy Metal', ' Grunge', ' Rock']",27.0,0.0,/demons-wizards/
959,Vision Divine,"['Heavy Metal', ' Rock', 'Progressive Music']",79.0,0.0,/vision-divine/
960,Suffokate,"['Heavy Metal', ' Metal', ' Instrumental']",34.0,0.0,/suffokate/
961,Emperor,['Heavy Metal'],40.0,0.0,/emperor/
962,Cavalera Conspiracy,"['Heavy Metal', ' Rock', ' Hard Rock']",46.0,0.0,/cavalera-conspiracy/
963,Brainstorm (Heavy Metal),['Heavy Metal'],107.0,0.0,/brainstorm-heavy-metal/
964,Leaves' Eyes,"['Heavy Metal', 'Gothic Rock', ' Folk']",88.0,0.0,/leaves-eyes/
965,Whitechapel,['Heavy Metal'],68.0,0.0,/whitechapel/
966,The Sins of thy Beloved,"['Heavy Metal', 'Gothic Rock', ' Hardcore']",15.0,0.0,/the-sins-of-thy-beloved/
967,Korzus,['Heavy Metal'],63.0,0.0,/korzus/
968,Royal Hunt,"['Heavy Metal', 'Progressive Music']",85.0,0.0,/royal-hunt/
969,Heaven & Hell,"['Heavy Metal', ' Rock', ' Hard Rock']",15.0,0.0,/heaven-hell/
970,Circle II Circle,"['Heavy Metal', 'Progressive Music']",52.0,0.0,/circle-ii-circle/
971,Fates Warning,"['Progressive Music', ' Heavy Metal']",87.0,0.0,/fates-warning/
972,Maroon,"['Heavy Metal', ' Hardcore']",33.0,0.0,/maroon/
973,Domine,['Heavy Metal'],48.0,0.0,/domine/
974,Anvil,"['Heavy Metal', ' Hard Rock']",139.0,0.0,/anvil/
975,Racer X,['Heavy Metal'],50.0,0.0,/racer-x/
976,Vintersorg,"['Heavy Metal', ' Folk', 'Progressive Music']",77.0,0.0,/vintersorg/
977,Taraxacum,['Heavy Metal'],20.0,0.0,/taraxacum/
978,Artillery,"['Heavy Metal', ' Hard Rock']",47.0,0.0,/artillery/
979,Bitch,['Heavy Metal'],10.0,0.0,/bitch/
980,Beto Vázquez Infinity,['Heavy Metal'],21.0,0.0,/beto-vazquez-infinity/
981,Before God,['Heavy Metal'],10.0,0.0,/before-god/
982,Eminem,"['Hip Hop', ' Rap']",486.0,114.9,/eminem/
983,Drake,"['Rap', ' Hip Hop']",317.0,17.8,/drake/
984,Cardi B,"['Hip Hop', ' Rap']",51.0,13.9,/cardi-b/
985,Pharrell Williams,"['Pop', ' Hip Hop', ' Rap']",76.0,9.9,/pharrell-williams/
986,Nelly Furtado,"['R&B', ' Pop', ' Hip Hop']",136.0,12.6,/nelly-furtado/
987,Wiz Khalifa,"['Rap', ' Hip Hop']",300.0,8.2,/wiz-khalifa/
988,Kendrick Lamar,"['Rap', ' Hip Hop']",125.0,5.5,/kendrick-lamar/
989,Sean Paul,"['Hip Hop', ' Reggae']",190.0,8.1,/sean-paul/
990,Puff Daddy,"['Hip Hop', ' Rap', ' R&B']",109.0,5.7,/puff-daddy/
991,XXXTentacion,"['Hip Hop', ' Rap']",115.0,4.3,/xxxtentacion/
992,Frank Ocean,['Hip Hop'],115.0,5.6,/frank-ocean/
993,Velozes E Furiosos (Trilha-Sonora),['Hip Hop'],57.0,2.9,/velozes-e-furiosos/
994,Ja Rule,"['Hip Hop', ' Rap']",168.0,4.3,/ja-rule/
995,Gorillaz,"['Rock', ' Hip Hop', 'Alternative Rock']",169.0,3.0,/gorillaz/
996,Gabriel O Pensador,"['Rap', ' Hip Hop']",116.0,3.7,/gabriel-pensador/
997,Big Sean,"['Rap', ' Hip Hop']",119.0,3.4,/big-sean/
998,Travis Scott,"['Hip Hop', ' Rap']",72.0,2.7,/travis-scott/
999,Sean Kingston,"['Pop', ' R&B', ' Hip Hop']",90.0,3.9,/sean-kingston/
1000,Matuê,"['R&B', ' Rap', ' Hip Hop']",27.0,2.8,/matue/
1001,Mary J. Blige,"['R&B', ' Hip Hop']",291.0,2.5,/mary-j-blige/
1002,J. Cole,"['Rap', ' Hip Hop']",170.0,2.1,/j-cole/
1003,Powfu,"['Hip Hop', ' Lo-fi']",64.0,2.5,/powfu/
1004,DJ Khaled,"['Hip Hop', ' Rap']",149.0,2.2,/dj-khaled/
1005,Mac Miller,"['Hip Hop', ' Rap', ' Pop']",243.0,2.1,/mac-miller/
1006,Iggy Azalea,"['Rap', ' Hip Hop']",125.0,1.7,/iggy-azalea/
1007,Gym Class Heroes,['Hip Hop'],59.0,1.9,/gym-class-heroes/
1008,Daddy Yankee,"['Reggaeton', ' Hip Hop']",229.0,2.3,/daddy-yankee/
1009,Kehlani,"['Hip Hop', ' R&B']",87.0,1.4,/kehlani/
1010,Fat Joe,"['Hip Hop', ' Rap']",150.0,0.0,/fat-joe/
1011,Timbaland,"['Hip Hop', ' R&B']",146.0,1.4,/timbaland/
1012,T-Pain,"['Rap', ' Hip Hop', ' R&B']",163.0,0.0,/t-pain/
1013,Ashanti,"['Hip Hop', ' R&B']",163.0,0.0,/ashanti/
1014,21 Savage,"['Hip Hop', ' Rap']",49.0,1.5,/21-savage/
1015,Tinashe,"['R&B', ' Hip Hop']",145.0,0.6,/tinashe/
1016,PJ Morton,"['R&B', 'Soul', ' Pop']",40.0,0.0,/pj-morton/
1017,Calle 13,"['Reggaeton', ' Hip Hop']",98.0,0.0,/calle-13/
1018,Chamillionaire,"['Rap', ' Hip Hop']",194.0,1.0,/chamillionaire/
1019,Wale,"['Hip Hop', ' Rap']",103.0,0.0,/wale/
1020,Nate Dogg,"['Rap', ' Hip Hop']",91.0,1.0,/nate-dogg/
1021,Karol Conka,"['Rap', ' Hip Hop']",60.0,0.3,/karol-conka/
1022,Tyga,"['Rap', ' Hip Hop']",152.0,0.4,/tyga/
1023,Fort Minor,"['Hip Hop', ' Rap', ' Trip-Hop']",38.0,1.0,/fort-minor/
1024,Tory Lanez,"['Hip Hop', ' Rap', ' R&B']",117.0,1.0,/tory-lanez/
1025,Bow Wow,"['R&B', ' Hip Hop', ' Rap']",147.0,0.0,/bow-wow/
1026,Beastie Boys,"['Hip Hop', ' Rock']",188.0,1.0,/beastie-boys/
1027,Linkin Park And Jay-Z,"['Rock', ' Hip Hop', ' Rap']",7.0,1.0,/linkin-park-jay-z/
1028,Jhené Aiko,"['Hip Hop', ' R&B']",100.0,0.4,/jhene-aiko/
1029,2 Chainz,"['Hip Hop', ' Rap']",125.0,0.1,/2-chainz/
1030,The Game,"['Rap', ' Hip Hop']",235.0,0.0,/the-game/
1031,G-Unit,"['Hip Hop', ' Rap']",89.0,0.0,/g-unit/
1032,Wu-Tang Clan,"['Hip Hop', ' Rap']",141.0,0.0,/wu-tang-clan/
1033,Lil Jon,"['Rap', ' Hip Hop']",86.0,0.0,/lil-jon-the-east-side-boyz/
1034,Grits,['Hip Hop'],31.0,1.7,/grits/
1035,Twista,['Hip Hop'],125.0,1.5,/twista/
1036,Jay-Z & Kanye West,"['Rap', ' Hip Hop']",16.0,0.0,/jay-z-kanye-west/
1037,Eamon,"['Hip Hop', ' Pop/Rock', ' Dance']",34.0,0.0,/eamon/
1038,Gucci Mane,"['Rap', ' Hip Hop']",208.0,0.1,/gucci-mane/
1039,D12,"['Rap', ' Hip Hop']",117.0,0.0,/d12/
1040,Travie McCoy,"['Hip Hop', ' Reggae', ' Pop']",23.0,0.0,/travie-mccoy/
1041,Ray J,"['Hip Hop', ' R&B']",64.0,0.0,/ray-j/
1042,Jay Sean,"['Pop', ' Hip Hop']",108.0,1.0,/jay-sean/
1043,Chance The Rapper,['Hip Hop'],66.0,0.1,/chance-the-rapper/
1044,The Lonely Island,"['Hip Hop', ' Rap', ' Pop/Rock']",54.0,0.0,/the-lonely-island/
1045,E-40,['Hip Hop'],189.0,0.0,/e-40/
1046,Omarion,"['Hip Hop', ' R&B']",135.0,0.0,/omarion/
1047,Common,['Hip Hop'],149.0,0.0,/common/
1048,Jamie Foxx,"['Soul', ' R&B', ' Hip Hop']",91.0,0.0,/jamie-foxx/
1049,Little Simz,"['Hip Hop', ' Rap']",54.0,0.4,/little-simz/
1050,Wyclef Jean,['Hip Hop'],135.0,0.0,/wyclef-jean/
1051,Bad Meets Evil,"['Hip Hop', ' Rap']",23.0,0.0,/bad-meets-evil/
1052,StarBoi3,['Hip Hop'],1.0,0.0,/starboi3/
1053,Iyaz,"['Hip Hop', ' Pop']",24.0,0.0,/iyaz/
1054,Lloyd Banks,"['Rap', ' Hip Hop']",124.0,0.0,/lloyd-banks/
1055,Tinie Tempah,"['Rap', ' Hip Hop']",48.0,0.0,/tinie-tempah/
1056,Baby Boy da Prince,"['Rap', ' Hip Hop', ' Funk']",9.0,0.0,/baby-boy-da-prince/
1057,Karmin,"['Pop', ' Hip Hop', ' Dance']",59.0,0.0,/karmin/
1058,Xzibit,"['Rap', ' Hip Hop']",143.0,0.0,/xzibit/
1059,Vince Staples,['Hip Hop'],62.0,0.0,/vince-staples/
1060,Travis Barker,"['Rap', ' Hip Hop', ' Punk Rock']",22.0,0.0,/travis-barker/
1061,Jadakiss,['Hip Hop'],48.0,0.0,/jadakiss/
1062,Colby O Donis,"['Hip Hop', ' Pop', ' R&B']",29.0,0.0,/colby-o-donis/
1063,Elijah Who,"['Hip Hop', ' Lo-fi']",7.0,0.0,/elijah-who/
1064,GEMINI (제미나이) (KOR),['Hip Hop'],10.0,0.0,/gemini-kor/
1065,Obie Trice,"['Hip Hop', ' Rap']",74.0,0.0,/obie-trice/
1066,Plies,"['Rap', ' Hip Hop']",86.0,0.0,/plies/
1067,Yung Joc,"['Hip Hop', ' Rap']",37.0,0.0,/yung-joc/
1068,Christina Milian,"['Romantic', ' Hip Hop', ' Pop']",62.0,0.0,/christina-milian/
1069,Slum Village,"['Hip Hop', ' Rap']",31.0,0.0,/slum-village/
1070,Rene Fellix,"['Hip Hop', ' Rap']",8.0,0.0,/rene-fellix/
1071,Yusei,"['Hip Hop', ' Lo-fi']",6.0,0.0,/yusei/
1072,Mystikal,"['Hip Hop', ' Rap']",80.0,0.0,/mystikal/
1073,Young Money,"['Hip Hop', ' Rap', ' R&B']",29.0,0.0,/young-money/
1074,Ester Dean,"['Rap', ' Hip Hop', ' R&B']",37.0,0.0,/ester-dean/
1075,Digga D,"['Rap', ' Hip Hop']",12.0,0.0,/digga-d/
1076,Flobots,"['Rap', ' Hip Hop', ' Rock']",31.0,0.0,/flobots/
1077,Kris Kross,['Hip Hop'],9.0,0.0,/kris-kross/
1078,John Cena,"['Hip Hop', ' Rap', ' Pop/Rock']",21.0,0.0,/john-cena/
1079,Mindless Behavior,"['Hip Hop', ' R&B', ' Pop']",31.0,0.0,/mindless-behavior/
1080,Hoodie Allen,['Hip Hop'],60.0,0.0,/hoodie-allen/
1081,Mack Maine,"['Rap', ' Hip Hop']",37.0,0.0,/mack-maine/
1082,Twenty88,"['R&B', ' Hip Hop']",8.0,0.0,/twenty88/
1083,Short Dawg,"['Rap', ' Hip Hop']",7.0,0.0,/short-dawg/
1084,Blake Lewis,"['Pop', ' Hip Hop', 'Technopop']",47.0,0.0,/blake-lewis/
1085,Danny Brown,['Hip Hop'],30.0,0.0,/danny-brown/
1086,Gudda Gudda,"['Hip Hop', ' Rap']",15.0,0.0,/gudda-gudda/
1087,Everything Everything,"['Indie', ' House', ' Pop/Rock']",62.0,0.0,/everything-everything/
1088,Selva,['House'],12.0,0.0,/selva/
1089,Coldplay,"['Pop/Rock', ' Soft Rock']",232.0,107.4,/coldplay/
1090,Imagine Dragons,"['Rock', 'Alternative Rock', ' Indie']",130.0,67.5,/imagine-dragons/
1091,Lana Del Rey,"['Romantic', ' Indie']",311.0,53.3,/lana-del-rey/
1092,Arctic Monkeys,"['Alternative Rock', ' Rock', ' Indie']",128.0,27.3,/arctic-monkeys/
1093,Oasis,"['Alternative Rock', ' Rock', ' Indie']",162.0,17.8,/oasis/
1094,Hozier,['Indie'],38.0,17.2,/hozier/
1095,The Neighbourhood,"['Indie', 'Alternative Rock']",86.0,17.1,/the-neighbourhood/
1096,Melanie Martinez,['Indie'],102.0,12.5,/melanie-martinez/
1097,R.E.M.,"['Rock', 'Alternative Rock', ' Indie']",250.0,14.8,/r-e-m/
1098,Foster The People,"['Indie', 'Alternative Rock']",66.0,10.8,/foster-the-people/
1099,The Ting Tings,"['Indie', ' Pop/Rock', ' Pop']",31.0,3.2,/the-ting-tings/
1100,Radiohead,"['Indie', ' Rock', 'Alternative Rock']",204.0,11.1,/radiohead/
1101,Twenty One Pilots,"['Alternative Rock', ' Indie', ' Rap']",85.0,11.5,/twenty-one-pilots/
1102,Keane,"[' Pop/Rock', 'Alternative Rock']",124.0,8.7,/keane/
1103,Lorde,"['Indie', ' Pop']",71.0,9.0,/lorde/
1104,Alessia Cara,"['Indie', ' R&B']",67.0,10.9,/alessia-cara/
1105,Kings Of Leon,"['Alternative Rock', ' Indie', ' Rock']",113.0,7.3,/kings-of-leon/
1106,The Killers,"['Alternative Rock', ' Indie', ' Rock']",137.0,4.8,/the-killers/
1107,Muse,"['Alternative Rock', ' Indie', ' Rock']",146.0,4.6,/muse/
1108,The Strokes,"['Alternative Rock', ' Rock', ' Indie']",90.0,4.6,/the-strokes/
1109,The Smiths,"['Indie', ' Rock', ' New Wave']",77.0,4.4,/the-smiths/
1110,Bastille,"['Indie', 'Alternative Rock']",118.0,4.6,/bastille/
1111,MARINA,"['Pop', ' Indie']",133.0,3.6,/marina/
1112,Gotye,"['Indie', ' Pop']",35.0,3.6,/gotye/
1113,Troye Sivan,['Indie'],72.0,2.6,/troye-sivan/
1114,Of Monsters and Men,['Indie'],45.0,2.3,/of-monsters-and-men/
1115,Tame Impala,"['Alternative Rock', 'Psychedelic music', ' Indie']",68.0,2.0,/tame-impala/
1116,Fun.,"['Alternative Rock', ' Indie', ' Pop/Rock']",31.0,2.4,/fun/
1117,Morrissey,"['Indie', ' Rock', ' Pop/Rock']",275.0,1.6,/morrissey/
1118,Marina Sena,"['Indie', ' Pop']",20.0,1.5,/marina-sena/
1119,The 1975,"['Pop/Rock', 'Alternative Rock', ' Indie']",96.0,1.5,/the-1975/
1120,Mitski,['Indie'],69.0,1.6,/mitski/
1121,Weezer,"['Indie', ' Rock', 'Alternative Rock']",269.0,1.8,/weezer/
1122,MGMT,"['Psychedelic music', ' Indie', ' Rock']",60.0,1.5,/mgmt/
1123,Alt-J,['Indie'],48.0,1.5,/alt-j/
1124,Portugal. The Man,['Indie'],96.0,0.6,/portugal-the-man/
1125,Supercombo,"['Pop/Rock', ' Rock', ' Indie']",73.0,1.4,/supercombo/
1126,Supergrass,['Indie'],100.0,1.2,/supergrass/
1127,Arcade Fire,"['Indie', ' Rock']",109.0,1.5,/the-arcade-fire/
1128,The XX,"['Indie', 'Alternative Rock', ' Folk']",45.0,1.0,/the-xx/
1129,The Hives,"['Rock', ' Indie', ' Punk Rock']",90.0,0.0,/the-hives/
1130,Young The Giant,"['Indie', 'Alternative Rock', ' Rock']",56.0,0.0,/young-the-giant/
1131,The Bravery,"['Indie', ' Rock', 'Alternative Rock']",44.0,0.0,/the-bravery/
1132,Lykke Li,['Indie'],70.0,1.0,/lykke-li/
1133,Franz Ferdinand,"['Indie', ' Rock']",91.0,0.7,/franz-ferdinand/
1134,Two Door Cinema Club,['Indie'],61.0,0.0,/two-door-cinema-club/
1135,Noel Gallagher,"['Indie', ' Rock']",63.0,0.0,/noel-gallagher/
1136,Alex Turner,"['Alternative Rock', ' Indie', ' Rock']",6.0,0.0,/alex-turner/
1137,The Kooks,"['Rock', ' Indie', 'Alternative Rock']",131.0,0.0,/the-kooks/
1138,M83,"['Post-Rock', 'Alternative Rock', ' Indie']",87.0,1.0,/m83/
1139,The Cardigans,"['Pop', ' Indie']",86.0,1.0,/the-cardigans/
1140,Beck,"['Indie', ' Rock']",324.0,1.4,/beck/
1141,Walk The Moon,"['Pop/Rock', ' Indie', ' Pop']",61.0,1.7,/walk-the-moon/
1142,Empire Of The Sun,"['Indie', 'Technopop', ' Electronica']",37.0,1.0,/empire-of-the-sun/
1143,James,"['Indie', ' Pop/Rock']",161.0,0.0,/james/
1144,Sonic Youth,"['Rock', ' Indie']",227.0,0.0,/sonic-youth/
1145,Belle & Sebastian,"['Indie', ' Pop']",177.0,0.2,/belle-sebastian/
1146,The Wombats,['Indie'],73.0,0.2,/wombats/
1147,Interpol,"[' Indie', ' Rock']",83.0,1.0,/interpol/
1148,The Last Shadow Puppets,"['Indie', ' Rock', 'Alternative Rock']",36.0,0.0,/the-last-shadow-puppets/
1149,Phoenix,"['Indie', 'Alternative Rock', ' Rock']",61.0,1.0,/phoenix/
1150,Still Corners,"['Psychedelic music', ' Indie']",30.0,0.0,/still-corners/
1151,Band Of Horses,"['Alternative Rock', ' Rock', ' Indie']",70.0,1.0,/band-of-horses/
1152,The National,['Indie'],139.0,0.0,/the-national/
1153,Cat Power,['Indie'],153.0,0.0,/cat-power/
1154,Peter Bjorn And John,"['Indie', ' Folk', ' Rock']",79.0,0.0,/peter-bjorn-and-john/
1155,Metronomy,"['Indie', 'Technopop']",54.0,0.0,/metronomy/
1156,Phantogram,"['Trip-Hop', ' Indie', ' Electronica']",51.0,0.0,/phantogram/
1157,Declan McKenna,"['Alternative Rock', ' Indie']",40.0,0.4,/declan-mckenna/
1158,Kaiser Chiefs,"['Indie', ' Rock', 'Alternative Rock']",120.0,0.0,/kaiser-chiefs/
1159,Death Cab For Cutie,['Indie'],159.0,0.0,/death-cab-for-cutie/
1160,Wolf Alice,"['Alternative Rock', ' Indie']",53.0,0.1,/wolf-alice/
1161,PUBLIC,['Indie'],4.0,1.0,/public/
1162,Prefab Sprout,"['Pop', ' Indie']",121.0,0.1,/prefab-sprout/
1163,The Fratellis,"['Indie', ' Rock']",76.0,0.0,/the-fratellis/
1164,Dirty Projectors,['Indie'],48.0,0.0,/dirty-projectors/
1165,Neon Trees,"['Alternative Rock', ' Indie', ' Pop/Rock']",51.0,0.0,/neon-trees/
1166,Balthazar,"['Alternative Rock', ' Indie']",57.0,0.1,/balthazar/
1167,The Jesus and Mary Chain,"['Rock', ' Indie']",158.0,0.0,/the-jesus-and-mary-chain/
1168,The Drums,"['Indie', 'Alternative Rock', ' Grunge']",44.0,0.0,/the-drums/
1169,The Pains Of Being Pure At Heart,['Indie'],39.0,4.0,/the-pains-of-being-pure-at-heart/
1170,The Flaming Lips,"['Indie', ' Rock']",196.0,0.0,/the-flaming-lips/
1171,Sigur Rós,"['Post-Rock', ' Instrumental', ' Indie']",52.0,0.0,/sigur-ros/
1172,Yeah Yeah Yeahs,"['Indie', ' Pop/Rock']",79.0,0.0,/yeah-yeah-yeahs/
1173,Nada Surf,"['Indie', ' Surf Music', ' Rock']",92.0,0.0,/nada-surf/
1174,The Vaccines,"['Alternative Rock', ' Indie', ' Rock']",75.0,0.0,/the-vaccines/
1175,My Bloody Valentine,['Indie'],72.0,0.0,/my-bloody-valentine/
1176,The Magnetic Fields,"['Indie', ' R&B']",160.0,0.0,/the-magnetic-fields/
1177,St. Vincent,"['Indie', ' Pop']",100.0,1.4,/st-vincent/
1178,Tegan And Sara,['Indie'],144.0,0.0,/tegan-and-sara/
1179,Kasabian,"['Indie', ' Rock']",87.0,0.0,/kasabian/
1180,Kate Nash,['Indie'],95.0,0.0,/kate-nash/
1181,The Shins,['Indie'],59.0,0.0,/the-shins/
1182,Pavement,"['Indie', ' Rock']",100.0,0.0,/pavement/
1183,Spoon,['Indie'],123.0,0.0,/spoon/
1184,The War On Drugs,"['Alternative Rock', ' Indie']",37.0,0.0,/the-war-on-drugs/
1185,CSS,"['Indie', ' Pop/Rock', ' Electronica']",62.0,0.0,/cansei-de-ser-sexy/
1186,Caroline Polachek,"['Indie', ' Pop']",41.0,0.0,/caroline-polachek/
1187,White Lies,"['Indie', 'Alternative Rock']",56.0,0.0,/white-lies/
1188,Foals,['Indie'],77.0,0.0,/foals/
1189,Primal Scream,"['Indie', ' Rock', ' Electronica']",111.0,0.0,/primal-scream/
1190,Kimbra,['Indie'],60.0,0.0,/kimbra/
1191,Bright Eyes,['Indie'],223.0,0.0,/bright-eyes/
1192,Boogarins,"['Indie', 'Psychedelic music', ' Rock']",42.0,0.0,/boogarins/
1193,Ängie,"['Pop/Punk', ' Indie']",52.0,0.0,/angie/
1194,The Civil Wars,"['Indie', ' Folk', ' Country']",34.0,0.0,/the-civil-wars/
1195,Elbow,"['Indie', ' Rock']",123.0,0.0,/elbow/
1196,Bloc Party,['Indie'],95.0,0.0,/bloc-party/
1197,The Raconteurs,"['Alternative Rock', ' Indie', ' Rock']",39.0,0.0,/the-raconteurs/
1198,Fountains Of Wayne,[' Indie'],97.0,0.0,/fountains-of-wayne/
1199,Lush,"['Indie', 'Gothic Rock']",64.0,0.0,/lush/
1200,The La's,"['Indie', ' Country', 'Romantic']",15.0,0.0,/the-las/
1201,Bombay Bicycle Club,"['Indie', ' Folk', ' Rock']",62.0,0.0,/bombay-bicycle-club/
1202,Courtney Barnett,['Indie'],41.0,0.0,/courtney-barnett/
1203,Perfume Genius,['Indie'],80.0,0.0,/perfume-genius/
1204,Bakar,['Indie'],23.0,0.0,/bakar/
1205,Lights,['Indie'],61.0,0.0,/lights/
1206,Spiritualized,"['Psychedelic music', ' Indie']",89.0,0.0,/spiritualized/
1207,Yuna,"['Indie', 'Romantic']",34.0,0.0,/yuna/
1208,The Stone Roses,"['Rock', ' Indie']",53.0,0.0,/the-stone-roses/
1209,Luc Ivor,"['R&B', ' Pop', ' Indie']",5.0,0.0,/luc-ivor/
1210,The Decemberists,"['Indie', ' Folk', ' Rock']",134.0,0.0,/the-decemberists/
1211,Sebadoh,"['Indie', ' Rock']",144.0,0.0,/sebadoh/
1212,The Naked and Famous,"['Indie', 'Alternative Rock', ' Rock']",54.0,0.0,/the-naked-and-famous/
1213,Sleigh Bells,['Indie'],66.0,0.0,/sleigh-bells/
1214,Cloud in Tears,"['Pop/Rock', ' Indie', ' Pop']",7.0,0.0,/cloud-in-tears/
1215,Ride,"['Indie', 'Alternative Rock']",73.0,0.0,/ride/
1216,Beulah,['Indie'],49.0,0.0,/beulah/
1217,Miles Kane,"['Indie', ' Rock']",48.0,0.0,/miles-kane/
1218,Editors,"['Indie', ' Rock', 'Alternative Rock']",92.0,0.0,/editors/
1219,The Maccabees,"['Indie', ' Rock']",48.0,0.0,/the-maccabees/
1220,Vampire Weekend,"['Indie', 'Alternative Rock', ' Rock']",59.0,0.0,/vampire-weekend/
1221,One Night Only,"['Indie', 'Alternative Rock', ' Rock']",44.0,0.0,/one-night-only/
1222,Resa Saffa Park,['Indie'],1.0,0.0,/resa-saffa-park/
1223,The Kills,"['Indie', 'Alternative Rock', ' Rock']",101.0,0.0,/the-kills/
1224,The Moldy Peaches,"['Indie', 'Romantic', ' Folk']",24.0,0.0,/the-moldy-peaches/
1225,Teenage Fanclub,"['Indie', ' Rock']",166.0,0.0,/teenage-fanclub/
1226,The Get Up Kids,"['Indie', ' Emocore', ' Rock']",96.0,0.0,/the-get-up-kids/
1227,Bedhead Badhead,"['New Wave', ' Indie']",10.0,0.0,/bedhead-badhead/
1228,Blossoms,['Indie'],35.0,0.0,/blossoms/
1229,Sunny Day Real Estate,"['Indie', ' Emocore', ' Rock']",50.0,0.0,/sunny-day-real-estate/
1230,She & Him,['Indie'],81.0,0.0,/she-him/
1231,Animal Collective,['Indie'],138.0,0.0,/animal-collective/
1232,Klaxons,"['Indie', ' Rock', ' New Wave']",35.0,0.0,/klaxons/
1233,Puma Blue,"['Indie', ' Lo-fi']",15.0,0.0,/puma-blue/
1234,Turin Brakes,['Indie'],58.0,0.0,/turin-brakes/
1235,Toro Y Moi,['Indie'],67.0,0.0,/toro-y-moi/
1236,Pinback,['Indie'],73.0,0.0,/pinback/
1237,Ian Brown,['Indie'],70.0,0.0,/ian-brown/
1238,Johnny Marr,"['Indie', ' Rock']",62.0,0.0,/johnny-marr/
1239,The Airborne Toxic Event,"['Indie', ' Pop/Rock']",36.0,0.0,/the-airborne-toxic-event/
1240,Glasvegas,"['Indie', 'Alternative Rock', ' Rock']",19.0,0.0,/glasvegas/
1241,Super Furry Animals,['Indie'],151.0,0.0,/super-furry-animals/
1242,Guided By Voices,['Indie'],621.0,0.0,/guided-by-voices/
1243,RIVVRS,"['Indie', 'Alternative Rock']",8.0,0.0,/rivvrs/
1244,Ida Maria,"['Indie', ' Rock', 'Alternative Rock']",38.0,0.0,/ida-maria/
1245,Deia Cassali,"['Indie', ' Blues', ' Rock']",11.0,0.0,/deia-cassali/
1246,The Vaselines,"['Indie', ' Grunge']",20.0,0.0,/the-vaselines/
1247,Babybird,['Indie'],100.0,0.0,/babybird/
1248,Alexandra Savior,"['Psychedelic music', ' Pop', ' Indie']",19.0,0.0,/alexandra-savior/
1249,The Courteeners,"['Indie', 'Alternative Rock', ' Rock']",51.0,0.0,/the-courteeners/
1250,Saint Etienne,"['Indie', ' Pop']",191.0,0.0,/saint-etienne/
1251,Lizia,"['New Age', ' Pop/Rock', ' Indie']",14.0,0.0,/lizia/
1252,Pedro the Lion,"['Indie', 'Gospel']",82.0,0.0,/pedro-the-lion/
1253,The Glitch Mob,"['Indie', ' Electronica', ' Instrumental']",39.0,0.0,/the-glitch-mob/
1254,The Horrors,"['Indie', ' Rock']",51.0,0.0,/the-horrors/
1255,Wavves,['Indie'],34.0,0.0,/wavves/
1256,Destroyer,['Indie'],81.0,0.0,/destroyer/
1257,AKEEM Music,['Indie'],14.0,0.0,/akeem-music/
1258,Luna,"['Indie', 'Alternative Rock']",79.0,0.0,/luna/
1259,Real Estate,['Indie'],42.0,0.0,/real-estate/
1260,Sea Power (British Sea Power),['Indie'],78.0,0.0,/sea-power-british-sea-power/
1261,Kurt Vile,['Indie'],38.0,0.0,/kurt-vile/
1262,Graham Coxon,"['Indie', ' Pop/Rock']",71.0,0.0,/graham-coxon/
1263,Tennis,['Indie'],34.0,0.0,/tennis/
1264,Clap Your Hands Say Yeah,['Indie'],40.0,0.0,/clap-your-hands-say-yeah/
1265,Vitor de Martinelli,"['Rock', ' Indie', 'Alternative Rock']",118.0,0.0,/vitor-de-martinelli/
1266,Another Sky,['Indie'],24.0,0.0,/another-sky/
1267,Melon,"['Indie', ' Pop']",29.0,0.0,/melon/
1268,Dan Auerbach,"['Rock', ' Indie', ' Blues']",23.0,0.0,/dan-auerbach/
1269,Dum Dum Girls,"['Indie', ' Rock', ' Post-Rock']",21.0,0.0,/dum-dum-girls/
1270,David Vieira Asevedo,"['Rock', ' Indie', 'Alternative Rock']",42.0,0.0,/david-vieira-asevedo/
1271,Múm,"['Post-Rock', 'Alternative Rock', ' Indie']",40.0,0.0,/mum/
1272,Heavenly,"['Indie', ' Heavy Metal']",46.0,0.0,/heavenly-11/
1273,The Asteroids Galaxy Tour,"['Indie', 'Psychedelic music', ' Pop']",30.0,0.0,/the-asteroids-galaxy-tour/
1274,Ben Kweller,"['Indie', ' Rock', ' Country']",65.0,0.0,/ben-kweller/
1275,The D.E.LS.,['Indie'],3.0,0.0,/the-d-e-ls/
1276,Band Of Skulls,"['Alternative Rock', ' Indie', ' Rock']",24.0,0.0,/band-of-skulls/
1277,Fabio Blänc,"['Indie', ' Pop']",38.0,0.0,/fabio-blanc/
1278,Atlas Genius,"['Indie', 'Alternative Rock']",22.0,0.0,/atlas-genius/
1279,Nevilton,"['Indie', ' Rock', 'Alternative Rock']",41.0,0.0,/nevilton/
1280,The Automatic,"['Rock', ' Indie', 'Alternative Rock']",35.0,0.0,/the-automatic/
1281,Apples in Stereo,"[' Indie', ' Pop/Rock']",67.0,0.0,/apples-in-stereo/
